Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,106339,HDFCAMC 28 OCT 2025 PE 7700.00,2025-10-28,PE,7700,HDFCAMC 28 OCT 2025 PE 7700.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 28 OCT 2025 PE 7700.00_20251028_PE_7700,XX
N,D,106341,HDFCAMC 28 OCT 2025 PE 7900.00,2025-10-28,PE,7900,HDFCAMC 28 OCT 2025 PE 7900.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 28 OCT 2025 PE 7900.00_20251028_PE_7900,XX
N,D,106439,HDFCAMC 25 NOV 2025 PE 2900.00,2025-11-25,PE,2900,HDFCAMC 25 NOV 2025 PE 2900.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 2900.00_20251125_PE_2900,XX
N,D,106441,HDFCAMC 25 NOV 2025 PE 3000.00,2025-11-25,PE,3000,HDFCAMC 25 NOV 2025 PE 3000.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 3000.00_20251125_PE_3000,XX
N,D,106456,HDFCAMC 25 NOV 2025 CE 3850.00,2025-11-25,CE,3850,HDFCAMC 25 NOV 2025 CE 3850.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 3850.00_20251125_CE_3850,XX
N,D,97965,KOTAKBANK 25 NOV 2025 CE 1960.00,2025-11-25,CE,1960,KOTAKBANK 25 NOV 2025 CE 1960.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 25 NOV 2025 CE 1960.00_20251125_CE_1960,XX
N,D,97967,KOTAKBANK 25 NOV 2025 CE 2000.00,2025-11-25,CE,2000,KOTAKBANK 25 NOV 2025 CE 2000.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 25 NOV 2025 CE 2000.00_20251125_CE_2000,XX
N,D,97982,KOTAKBANK 25 NOV 2025 PE 2280.00,2025-11-25,PE,2280,KOTAKBANK 25 NOV 2025 PE 2280.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 25 NOV 2025 PE 2280.00_20251125_PE_2280,XX
N,D,97984,KOTAKBANK 25 NOV 2025 PE 2320.00,2025-11-25,PE,2320,KOTAKBANK 25 NOV 2025 PE 2320.00,0.05,400,12000,1,KOTAKBANK,N,INE237A01028,KOTAKBANK 25 NOV 2025 PE 2320.00_20251125_PE_2320,XX
N,D,106471,HDFCAMC 25 NOV 2025 PE 4150.00,2025-11-25,PE,4150,HDFCAMC 25 NOV 2025 PE 4150.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 4150.00_20251125_PE_4150,XX
N,D,106473,HDFCAMC 25 NOV 2025 PE 4250.00,2025-11-25,PE,4250,HDFCAMC 25 NOV 2025 PE 4250.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 4250.00_20251125_PE_4250,XX
N,D,98016,KPITTECH 28 OCT 2025 CE 760.00,2025-10-28,CE,760,KPITTECH 28 OCT 2025 CE 760.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 CE 760.00_20251028_CE_760,XX
N,D,98033,KPITTECH 28 OCT 2025 PE 1020.00,2025-10-28,PE,1020,KPITTECH 28 OCT 2025 PE 1020.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 PE 1020.00_20251028_PE_1020,XX
N,D,106475,HDFCAMC 25 NOV 2025 PE 4300.00,2025-11-25,PE,4300,HDFCAMC 25 NOV 2025 PE 4300.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 4300.00_20251125_PE_4300,XX
N,D,98035,KPITTECH 28 OCT 2025 PE 1060.00,2025-10-28,PE,1060,KPITTECH 28 OCT 2025 PE 1060.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 PE 1060.00_20251028_PE_1060,XX
N,D,98048,KPITTECH 28 OCT 2025 PE 1140.00,2025-10-28,PE,1140,KPITTECH 28 OCT 2025 PE 1140.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 PE 1140.00_20251028_PE_1140,XX
N,D,98052,KPITTECH 28 OCT 2025 CE 1220.00,2025-10-28,CE,1220,KPITTECH 28 OCT 2025 CE 1220.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 CE 1220.00_20251028_CE_1220,XX
N,D,98065,KPITTECH 28 OCT 2025 PE 1420.00,2025-10-28,PE,1420,KPITTECH 28 OCT 2025 PE 1420.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 PE 1420.00_20251028_PE_1420,XX
N,D,106488,HDFCAMC 25 NOV 2025 CE 4750.00,2025-11-25,CE,4750,HDFCAMC 25 NOV 2025 CE 4750.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 4750.00_20251125_CE_4750,XX
N,D,103850,GRASIM 25 NOV 2025 PE 2420.00,2025-11-25,PE,2420,GRASIM 25 NOV 2025 PE 2420.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 PE 2420.00_20251125_PE_2420,XX
N,D,108709,MAXHEALTH 28 OCT 2025 PE 880.00,2025-10-28,PE,880,MAXHEALTH 28 OCT 2025 PE 880.00,0.05,525,21000,1,MAXHEALTH,N,INE027H01010,MAXHEALTH 28 OCT 2025 PE 880.00_20251028_PE_880,XX
N,D,108732,MAXHEALTH 28 OCT 2025 CE 1000.00,2025-10-28,CE,1000,MAXHEALTH 28 OCT 2025 CE 1000.00,0.05,525,21000,1,MAXHEALTH,N,INE027H01010,MAXHEALTH 28 OCT 2025 CE 1000.00_20251028_CE_1000,XX
N,D,108743,MAXHEALTH 28 OCT 2025 PE 1200.00,2025-10-28,PE,1200,MAXHEALTH 28 OCT 2025 PE 1200.00,0.05,525,21000,1,MAXHEALTH,N,INE027H01010,MAXHEALTH 28 OCT 2025 PE 1200.00_20251028_PE_1200,XX
N,D,108750,MAXHEALTH 28 OCT 2025 CE 1360.00,2025-10-28,CE,1360,MAXHEALTH 28 OCT 2025 CE 1360.00,0.05,525,21000,1,MAXHEALTH,N,INE027H01010,MAXHEALTH 28 OCT 2025 CE 1360.00_20251028_CE_1360,XX
N,D,108757,MAXHEALTH 28 OCT 2025 PE 1480.00,2025-10-28,PE,1480,MAXHEALTH 28 OCT 2025 PE 1480.00,0.05,525,21000,1,MAXHEALTH,N,INE027H01010,MAXHEALTH 28 OCT 2025 PE 1480.00_20251028_PE_1480,XX
N,D,101830,KALYANKJIL 28 OCT 2025 PE 660.00,2025-10-28,PE,660,KALYANKJIL 28 OCT 2025 PE 660.00,0.05,1175,47000,1,KALYANKJIL,N,INE303R01014,KALYANKJIL 28 OCT 2025 PE 660.00_20251028_PE_660,XX
N,D,102148,KAYNES 28 OCT 2025 CE 7400.00,2025-10-28,CE,7400,KAYNES 28 OCT 2025 CE 7400.00,0.05,100,3000,1,KAYNES,N,INE918Z01012,KAYNES 28 OCT 2025 CE 7400.00_20251028_CE_7400,XX
N,D,102155,KAYNES 28 OCT 2025 PE 8000.00,2025-10-28,PE,8000,KAYNES 28 OCT 2025 PE 8000.00,0.05,100,3000,1,KAYNES,N,INE918Z01012,KAYNES 28 OCT 2025 PE 8000.00_20251028_PE_8000,XX
N,D,98067,KPITTECH 28 OCT 2025 PE 1460.00,2025-10-28,PE,1460,KPITTECH 28 OCT 2025 PE 1460.00,0.05,400,20000,1,KPITTECH,N,INE04I401011,KPITTECH 28 OCT 2025 PE 1460.00_20251028_PE_1460,XX
N,D,98350,LAURUSLABS 28 OCT 2025 CE 1100.00,2025-10-28,CE,1100,LAURUSLABS 28 OCT 2025 CE 1100.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 28 OCT 2025 CE 1100.00_20251028_CE_1100,XX
N,D,98352,LAURUSLABS 28 OCT 2025 CE 1140.00,2025-10-28,CE,1140,LAURUSLABS 28 OCT 2025 CE 1140.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 28 OCT 2025 CE 1140.00_20251028_CE_1140,XX
N,D,98367,LAURUSLABS 25 NOV 2025 PE 720.00,2025-11-25,PE,720,LAURUSLABS 25 NOV 2025 PE 720.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 PE 720.00_20251125_PE_720,XX
N,D,98369,LAURUSLABS 25 NOV 2025 PE 740.00,2025-11-25,PE,740,LAURUSLABS 25 NOV 2025 PE 740.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 PE 740.00_20251125_PE_740,XX
N,D,103865,GRASIM 25 NOV 2025 CE 2580.00,2025-11-25,CE,2580,GRASIM 25 NOV 2025 CE 2580.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 CE 2580.00_20251125_CE_2580,XX
N,D,103867,GRASIM 25 NOV 2025 CE 2620.00,2025-11-25,CE,2620,GRASIM 25 NOV 2025 CE 2620.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 CE 2620.00_20251125_CE_2620,XX
N,D,103882,GRASIM 25 NOV 2025 PE 2900.00,2025-11-25,PE,2900,GRASIM 25 NOV 2025 PE 2900.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 PE 2900.00_20251125_PE_2900,XX
N,D,103884,GRASIM 25 NOV 2025 PE 2940.00,2025-11-25,PE,2940,GRASIM 25 NOV 2025 PE 2940.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 PE 2940.00_20251125_PE_2940,XX
N,D,103914,GRASIM 25 NOV 2025 CE 3340.00,2025-11-25,CE,3340,GRASIM 25 NOV 2025 CE 3340.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 CE 3340.00_20251125_CE_3340,XX
N,D,103918,GRASIM 25 NOV 2025 CE 3380.00,2025-11-25,CE,3380,GRASIM 25 NOV 2025 CE 3380.00,0.05,250,10000,1,GRASIM,N,INE047A01021,GRASIM 25 NOV 2025 CE 3380.00_20251125_CE_3380,XX
N,D,115850,IDFCFIRSTB 25 NOV 2025 PE 81.00,2025-11-25,PE,81,IDFCFIRSTB 25 NOV 2025 PE 81.00,0.05,9275,371000,1,IDFCFIRSTB,N,INE092T01019,IDFCFIRSTB 25 NOV 2025 PE 81.00_20251125_PE_81,XX
N,D,115982,IDFCFIRSTB 30 DEC 2025 CE 54.00,2025-12-30,CE,54,IDFCFIRSTB 30 DEC 2025 CE 54.00,0.05,9275,371000,1,IDFCFIRSTB,N,INE092T01019,IDFCFIRSTB 30 DEC 2025 CE 54.00_20251230_CE_54,XX
N,D,116182,IEX 25 NOV 2025 PE 102.50,2025-11-25,PE,102.5,IEX 25 NOV 2025 PE 102.50,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 25 NOV 2025 PE 102.50_20251125_PE_102.5,XX
N,D,116184,IEX 25 NOV 2025 PE 107.50,2025-11-25,PE,107.5,IEX 25 NOV 2025 PE 107.50,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 25 NOV 2025 PE 107.50_20251125_PE_107.5,XX
N,D,116199,IEX 25 NOV 2025 PE 142.50,2025-11-25,PE,142.5,IEX 25 NOV 2025 PE 142.50,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 25 NOV 2025 PE 142.50_20251125_PE_142.5,XX
N,D,98384,LAURUSLABS 25 NOV 2025 CE 900.00,2025-11-25,CE,900,LAURUSLABS 25 NOV 2025 CE 900.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 CE 900.00_20251125_CE_900,XX
N,D,98386,LAURUSLABS 25 NOV 2025 CE 920.00,2025-11-25,CE,920,LAURUSLABS 25 NOV 2025 CE 920.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 CE 920.00_20251125_CE_920,XX
N,D,98418,LAURUSLABS 25 NOV 2025 PE 960.00,2025-11-25,PE,960,LAURUSLABS 25 NOV 2025 PE 960.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 PE 960.00_20251125_PE_960,XX
N,D,98435,LAURUSLABS 25 NOV 2025 CE 1080.00,2025-11-25,CE,1080,LAURUSLABS 25 NOV 2025 CE 1080.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 CE 1080.00_20251125_CE_1080,XX
N,D,98467,LAURUSLABS 25 NOV 2025 PE 1160.00,2025-11-25,PE,1160,LAURUSLABS 25 NOV 2025 PE 1160.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 PE 1160.00_20251125_PE_1160,XX
N,D,98469,LAURUSLABS 25 NOV 2025 PE 1200.00,2025-11-25,PE,1200,LAURUSLABS 25 NOV 2025 PE 1200.00,0.05,1700,34000,1,LAURUSLABS,N,INE947Q01028,LAURUSLABS 25 NOV 2025 PE 1200.00_20251125_PE_1200,XX
N,D,116201,IEX 25 NOV 2025 PE 147.50,2025-11-25,PE,147.5,IEX 25 NOV 2025 PE 147.50,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 25 NOV 2025 PE 147.50_20251125_PE_147.5,XX
N,D,98501,LICHSGFIN 28 OCT 2025 CE 390.00,2025-10-28,CE,390,LICHSGFIN 28 OCT 2025 CE 390.00,0.05,1000,40000,1,LICHSGFIN,N,INE115A01026,LICHSGFIN 28 OCT 2025 CE 390.00_20251028_CE_390,XX
N,D,116216,IEX 30 DEC 2025 CE 80.00,2025-12-30,CE,80,IEX 30 DEC 2025 CE 80.00,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 30 DEC 2025 CE 80.00_20251230_CE_80,XX
N,D,98503,LICHSGFIN 28 OCT 2025 CE 410.00,2025-10-28,CE,410,LICHSGFIN 28 OCT 2025 CE 410.00,0.05,1000,40000,1,LICHSGFIN,N,INE115A01026,LICHSGFIN 28 OCT 2025 CE 410.00_20251028_CE_410,XX
N,D,116218,IEX 30 DEC 2025 CE 90.00,2025-12-30,CE,90,IEX 30 DEC 2025 CE 90.00,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 30 DEC 2025 CE 90.00_20251230_CE_90,XX
N,D,116248,IEX 30 DEC 2025 CE 125.00,2025-12-30,CE,125,IEX 30 DEC 2025 CE 125.00,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 30 DEC 2025 CE 125.00_20251230_CE_125,XX
N,D,116250,IEX 30 DEC 2025 CE 130.00,2025-12-30,CE,130,IEX 30 DEC 2025 CE 130.00,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 30 DEC 2025 CE 130.00_20251230_CE_130,XX
N,D,116267,IEX 30 DEC 2025 PE 140.00,2025-12-30,PE,140,IEX 30 DEC 2025 PE 140.00,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 30 DEC 2025 PE 140.00_20251230_PE_140,XX
N,D,98586,LICHSGFIN 28 OCT 2025 CE 430.00,2025-10-28,CE,430,LICHSGFIN 28 OCT 2025 CE 430.00,0.05,1000,40000,1,LICHSGFIN,N,INE115A01026,LICHSGFIN 28 OCT 2025 CE 430.00_20251028_CE_430,XX
N,D,74671,CIPLA 25 NOV 2025 CE 1040.00,2025-11-25,CE,1040,CIPLA 25 NOV 2025 CE 1040.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 CE 1040.00_20251125_CE_1040,XX
N,D,74686,CIPLA 25 NOV 2025 PE 1200.00,2025-11-25,PE,1200,CIPLA 25 NOV 2025 PE 1200.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 PE 1200.00_20251125_PE_1200,XX
N,D,116365,IEX 30 DEC 2025 PE 165.00,2025-12-30,PE,165,IEX 30 DEC 2025 PE 165.00,0.05,3750,150000,1,IEX,N,INE022Q01020,IEX 30 DEC 2025 PE 165.00_20251230_PE_165,XX
N,D,114142,ICICIGI 30 DEC 2025 PE 1520.00,2025-12-30,PE,1520,ICICIGI 30 DEC 2025 PE 1520.00,0.05,325,13000,1,ICICIGI,N,INE765G01017,ICICIGI 30 DEC 2025 PE 1520.00_20251230_PE_1520,XX
N,D,114144,ICICIGI 30 DEC 2025 PE 1560.00,2025-12-30,PE,1560,ICICIGI 30 DEC 2025 PE 1560.00,0.05,325,13000,1,ICICIGI,N,INE765G01017,ICICIGI 30 DEC 2025 PE 1560.00_20251230_PE_1560,XX
N,D,111281,HINDUNILVR 25 NOV 2025 PE 2380.00,2025-11-25,PE,2380,HINDUNILVR 25 NOV 2025 PE 2380.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 25 NOV 2025 PE 2380.00_20251125_PE_2380,XX
N,D,111292,HINDUNILVR 25 NOV 2025 CE 2580.00,2025-11-25,CE,2580,HINDUNILVR 25 NOV 2025 CE 2580.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 25 NOV 2025 CE 2580.00_20251125_CE_2580,XX
N,D,111374,HINDUNILVR 25 NOV 2025 PE 2700.00,2025-11-25,PE,2700,HINDUNILVR 25 NOV 2025 PE 2700.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 25 NOV 2025 PE 2700.00_20251125_PE_2700,XX
N,D,111635,HINDUNILVR 30 DEC 2025 CE 2840.00,2025-12-30,CE,2840,HINDUNILVR 30 DEC 2025 CE 2840.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 30 DEC 2025 CE 2840.00_20251230_CE_2840,XX
N,D,111642,HINDUNILVR 30 DEC 2025 PE 2960.00,2025-12-30,PE,2960,HINDUNILVR 30 DEC 2025 PE 2960.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 30 DEC 2025 PE 2960.00_20251230_PE_2960,XX
N,D,111692,HINDUNILVR 30 DEC 2025 CE 3360.00,2025-12-30,CE,3360,HINDUNILVR 30 DEC 2025 CE 3360.00,0.05,300,9000,1,HINDUNILVR,N,INE030A01027,HINDUNILVR 30 DEC 2025 CE 3360.00_20251230_CE_3360,XX
N,D,102366,KEI 28 OCT 2025 CE 2700.00,2025-10-28,CE,2700,KEI 28 OCT 2025 CE 2700.00,0.05,175,5250,1,KEI,N,INE878B01027,KEI 28 OCT 2025 CE 2700.00_20251028_CE_2700,XX
N,D,102384,KEI 28 OCT 2025 PE 3000.00,2025-10-28,PE,3000,KEI 28 OCT 2025 PE 3000.00,0.05,175,5250,1,KEI,N,INE878B01027,KEI 28 OCT 2025 PE 3000.00_20251028_PE_3000,XX
N,D,102448,KEI 28 OCT 2025 PE 3400.00,2025-10-28,PE,3400,KEI 28 OCT 2025 PE 3400.00,0.05,175,5250,1,KEI,N,INE878B01027,KEI 28 OCT 2025 PE 3400.00_20251028_PE_3400,XX
N,D,74701,CIPLA 25 NOV 2025 CE 1480.00,2025-11-25,CE,1480,CIPLA 25 NOV 2025 CE 1480.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 CE 1480.00_20251125_CE_1480,XX
N,D,74703,CIPLA 25 NOV 2025 CE 1520.00,2025-11-25,CE,1520,CIPLA 25 NOV 2025 CE 1520.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 CE 1520.00_20251125_CE_1520,XX
N,D,74735,CIPLA 25 NOV 2025 PE 1840.00,2025-11-25,PE,1840,CIPLA 25 NOV 2025 PE 1840.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 PE 1840.00_20251125_PE_1840,XX
N,D,74737,CIPLA 25 NOV 2025 PE 1880.00,2025-11-25,PE,1880,CIPLA 25 NOV 2025 PE 1880.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 PE 1880.00_20251125_PE_1880,XX
N,D,74754,CIPLA 25 NOV 2025 PE 2160.00,2025-11-25,PE,2160,CIPLA 25 NOV 2025 PE 2160.00,0.05,375,15000,1,CIPLA,N,INE059A01026,CIPLA 25 NOV 2025 PE 2160.00_20251125_PE_2160,XX
N,D,75220,COALINDIA 25 NOV 2025 CE 430.00,2025-11-25,CE,430,COALINDIA 25 NOV 2025 CE 430.00,0.05,1350,67500,1,COALINDIA,N,INE522F01014,COALINDIA 25 NOV 2025 CE 430.00_20251125_CE_430,XX
N,D,75222,COALINDIA 25 NOV 2025 CE 440.00,2025-11-25,CE,440,COALINDIA 25 NOV 2025 CE 440.00,0.05,1350,67500,1,COALINDIA,N,INE522F01014,COALINDIA 25 NOV 2025 CE 440.00_20251125_CE_440,XX
N,D,75269,COFORGE 28 OCT 2025 CE 1220.00,2025-10-28,CE,1220,COFORGE 28 OCT 2025 CE 1220.00,0.05,375,15000,1,COFORGE,N,INE591G01025,COFORGE 28 OCT 2025 CE 1220.00_20251028_CE_1220,XX
N,D,111742,HINDZINC 28 OCT 2025 PE 385.00,2025-10-28,PE,385,HINDZINC 28 OCT 2025 PE 385.00,0.05,1225,49000,1,HINDZINC,N,INE267A01025,HINDZINC 28 OCT 2025 PE 385.00_20251028_PE_385,XX
N,D,111760,HINDZINC 28 OCT 2025 PE 415.00,2025-10-28,PE,415,HINDZINC 28 OCT 2025 PE 415.00,0.05,1225,49000,1,HINDZINC,N,INE267A01025,HINDZINC 28 OCT 2025 PE 415.00_20251028_PE_415,XX
N,D,106444,HDFCAMC 25 NOV 2025 CE 3300.00,2025-11-25,CE,3300,HDFCAMC 25 NOV 2025 CE 3300.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 3300.00_20251125_CE_3300,XX
N,D,106462,HDFCAMC 25 NOV 2025 CE 3900.00,2025-11-25,CE,3900,HDFCAMC 25 NOV 2025 CE 3900.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 3900.00_20251125_CE_3900,XX
N,D,106469,HDFCAMC 25 NOV 2025 PE 4100.00,2025-11-25,PE,4100,HDFCAMC 25 NOV 2025 PE 4100.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 4100.00_20251125_PE_4100,XX
N,D,106476,HDFCAMC 25 NOV 2025 CE 4350.00,2025-11-25,CE,4350,HDFCAMC 25 NOV 2025 CE 4350.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 4350.00_20251125_CE_4350,XX
N,D,39415,TATACONSUM 25 NOV 2025 PE 1600.00,2025-11-25,PE,1600,TATACONSUM 25 NOV 2025 PE 1600.00,0.05,550,22000,1,TATACONSUM,N,INE192A01025,TATACONSUM 25 NOV 2025 PE 1600.00_20251125_PE_1600,XX
N,D,39465,TATASTEEL 25 NOV 2025 CE 205.00,2025-11-25,CE,205,TATASTEEL 25 NOV 2025 CE 205.00,0.05,5500,165000,1,TATASTEEL,N,INE081A01020,TATASTEEL 25 NOV 2025 CE 205.00_20251125_CE_205,XX
N,D,39466,TATASTEEL 25 NOV 2025 PE 205.00,2025-11-25,PE,205,TATASTEEL 25 NOV 2025 PE 205.00,0.05,5500,165000,1,TATASTEEL,N,INE081A01020,TATASTEEL 25 NOV 2025 PE 205.00_20251125_PE_205,XX
N,D,89491,HDFCBANK 28 OCT 2025 CE 680.00,2025-10-28,CE,680,HDFCBANK 28 OCT 2025 CE 680.00,0.05,1100,33000,1,HDFCBANK,N,INE040A01034,HDFCBANK 28 OCT 2025 CE 680.00_20251028_CE_680,XX
N,D,89498,HDFCBANK 28 OCT 2025 PE 740.00,2025-10-28,PE,740,HDFCBANK 28 OCT 2025 PE 740.00,0.05,1100,33000,1,HDFCBANK,N,INE040A01034,HDFCBANK 28 OCT 2025 PE 740.00_20251028_PE_740,XX
N,D,89505,HDFCBANK 28 OCT 2025 CE 820.00,2025-10-28,CE,820,HDFCBANK 28 OCT 2025 CE 820.00,0.05,1100,33000,1,HDFCBANK,N,INE040A01034,HDFCBANK 28 OCT 2025 CE 820.00_20251028_CE_820,XX
N,D,39498,VOLTAS 25 NOV 2025 PE 1800.00,2025-11-25,PE,1800,VOLTAS 25 NOV 2025 PE 1800.00,0.05,375,18750,1,VOLTAS,N,INE226A01021,VOLTAS 25 NOV 2025 PE 1800.00_20251125_PE_1800,XX
N,D,39065,IGL 28 OCT 2025 CE 275.00,2025-10-28,CE,275,IGL 28 OCT 2025 CE 275.00,0.05,2750,110000,1,IGL,N,INE203G01027,IGL 28 OCT 2025 CE 275.00_20251028_CE_275,XX
N,D,106487,HDFCAMC 25 NOV 2025 PE 4700.00,2025-11-25,PE,4700,HDFCAMC 25 NOV 2025 PE 4700.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 4700.00_20251125_PE_4700,XX
N,D,106494,HDFCAMC 25 NOV 2025 CE 4950.00,2025-11-25,CE,4950,HDFCAMC 25 NOV 2025 CE 4950.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 4950.00_20251125_CE_4950,XX
N,D,106537,HDFCAMC 25 NOV 2025 CE 5350.00,2025-11-25,CE,5350,HDFCAMC 25 NOV 2025 CE 5350.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 5350.00_20251125_CE_5350,XX
N,D,106544,HDFCAMC 25 NOV 2025 PE 5550.00,2025-11-25,PE,5550,HDFCAMC 25 NOV 2025 PE 5550.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 5550.00_20251125_PE_5550,XX
N,D,106912,HDFCAMC 25 NOV 2025 PE 7300.00,2025-11-25,PE,7300,HDFCAMC 25 NOV 2025 PE 7300.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 7300.00_20251125_PE_7300,XX
N,D,106919,HDFCAMC 25 NOV 2025 PE 7350.00,2025-11-25,PE,7350,HDFCAMC 25 NOV 2025 PE 7350.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 PE 7350.00_20251125_PE_7350,XX
N,D,106930,HDFCAMC 25 NOV 2025 CE 7800.00,2025-11-25,CE,7800,HDFCAMC 25 NOV 2025 CE 7800.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 7800.00_20251125_CE_7800,XX
N,D,106944,HDFCAMC 25 NOV 2025 CE 8200.00,2025-11-25,CE,8200,HDFCAMC 25 NOV 2025 CE 8200.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 25 NOV 2025 CE 8200.00_20251125_CE_8200,XX
N,D,106955,HDFCAMC 30 DEC 2025 PE 3800.00,2025-12-30,PE,3800,HDFCAMC 30 DEC 2025 PE 3800.00,0.05,150,4500,1,HDFCAMC,N,INE127D01025,HDFCAMC 30 DEC 2025 PE 3800.00_20251230_PE_3800,XX
