Exch,ExchType,ScripCode,Name,Expiry,ScripType,StrikeRate,FullName,TickSize,LotSize,QtyLimit,Multiplier,SymbolRoot,BOCOAllowed,ISIN,ScripData,Series
N,D,41582,NATIONALUM 25 NOV 2025 PE 297.50,2025-11-25,PE,297.5,NATIONALUM 25 NOV 2025 PE 297.50,0.05,3750,112500,1,NATIONALUM,N,INE139A01034,NATIONALUM 25 NOV 2025 PE 297.50_20251125_PE_297.5,XX
N,D,41589,NBCC 25 NOV 2025 CE 147.00,2025-11-25,CE,147,NBCC 25 NOV 2025 CE 147.00,0.05,6500,195000,1,NBCC,N,INE095N01031,NBCC 25 NOV 2025 CE 147.00_20251125_CE_147,XX
N,D,41593,NESTLEIND 25 NOV 2025 CE 1550.00,2025-11-25,CE,1550,NESTLEIND 25 NOV 2025 CE 1550.00,0.05,500,20000,1,NESTLEIND,N,INE239A01024,NESTLEIND 25 NOV 2025 CE 1550.00_20251125_CE_1550,XX
N,D,41600,NMDC 25 NOV 2025 PE 103.00,2025-11-25,PE,103,NMDC 25 NOV 2025 PE 103.00,0.05,13500,405000,1,NMDC,N,INE584A01023,NMDC 25 NOV 2025 PE 103.00_20251125_PE_103,XX
N,D,41607,NUVAMA 28 OCT 2025 PE 8900.00,2025-10-28,PE,8900,NUVAMA 28 OCT 2025 PE 8900.00,0.05,75,3750,1,NUVAMA,N,INE531F01015,NUVAMA 28 OCT 2025 PE 8900.00_20251028_PE_8900,XX
N,D,41625,NYKAA 28 OCT 2025 CE 370.00,2025-10-28,CE,370,NYKAA 28 OCT 2025 CE 370.00,0.05,3125,93750,1,NYKAA,N,INE388Y01029,NYKAA 28 OCT 2025 CE 370.00_20251028_CE_370,XX
N,D,41643,PGEL 28 OCT 2025 CE 730.00,2025-10-28,CE,730,PGEL 28 OCT 2025 CE 730.00,0.05,700,35000,1,PGEL,N,INE457L01029,PGEL 28 OCT 2025 CE 730.00_20251028_CE_730,XX
N,D,41668,PGEL 25 NOV 2025 PE 800.00,2025-11-25,PE,800,PGEL 25 NOV 2025 PE 800.00,0.05,700,35000,1,PGEL,N,INE457L01029,PGEL 25 NOV 2025 PE 800.00_20251125_PE_800,XX
N,D,122583,TATAPOWER 28 OCT 2025 PE 210.00,2025-10-28,PE,210,TATAPOWER 28 OCT 2025 PE 210.00,0.05,1450,58000,1,TATAPOWER,N,INE245A01021,TATAPOWER 28 OCT 2025 PE 210.00_20251028_PE_210,XX
N,D,122585,TATAPOWER 28 OCT 2025 PE 230.00,2025-10-28,PE,230,TATAPOWER 28 OCT 2025 PE 230.00,0.05,1450,58000,1,TATAPOWER,N,INE245A01021,TATAPOWER 28 OCT 2025 PE 230.00_20251028_PE_230,XX
N,D,122632,TATAPOWER 28 OCT 2025 CE 335.00,2025-10-28,CE,335,TATAPOWER 28 OCT 2025 CE 335.00,0.05,1450,58000,1,TATAPOWER,N,INE245A01021,TATAPOWER 28 OCT 2025 CE 335.00_20251028_CE_335,XX
N,D,122634,TATAPOWER 28 OCT 2025 CE 345.00,2025-10-28,CE,345,TATAPOWER 28 OCT 2025 CE 345.00,0.05,1450,58000,1,TATAPOWER,N,INE245A01021,TATAPOWER 28 OCT 2025 CE 345.00_20251028_CE_345,XX
N,D,49322,HINDPETRO 25 NOV 2025 PE 550.00,2025-11-25,PE,550,HINDPETRO 25 NOV 2025 PE 550.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 25 NOV 2025 PE 550.00_20251125_PE_550,XX
N,D,49454,SAMMAANCAP 28 OCT 2025 CE 210.00,2025-10-28,CE,210,SAMMAANCAP 28 OCT 2025 CE 210.00,0.05,4300,172000,1,SAMMAANCAP,N,INE148I01020,SAMMAANCAP 28 OCT 2025 CE 210.00_20251028_CE_210,XX
N,D,49504,ULTRACEMCO 28 OCT 2025 CE 8700.00,2025-10-28,CE,8700,ULTRACEMCO 28 OCT 2025 CE 8700.00,0.05,50,2000,1,ULTRACEMCO,N,INE481G01011,ULTRACEMCO 28 OCT 2025 CE 8700.00_20251028_CE_8700,XX
N,D,40707,SBICARD 28 OCT 2025 PE 1150.00,2025-10-28,PE,1150,SBICARD 28 OCT 2025 PE 1150.00,0.05,800,24000,1,SBICARD,N,INE018E01016,SBICARD 28 OCT 2025 PE 1150.00_20251028_PE_1150,XX
N,D,45639,HINDPETRO 28 OCT 2025 PE 260.00,2025-10-28,PE,260,HINDPETRO 28 OCT 2025 PE 260.00,0.05,2025,60750,1,HINDPETRO,N,INE094A01015,HINDPETRO 28 OCT 2025 PE 260.00_20251028_PE_260,XX
N,D,40807,ULTRACEMCO 28 OCT 2025 CE 7600.00,2025-10-28,CE,7600,ULTRACEMCO 28 OCT 2025 CE 7600.00,0.05,50,2000,1,ULTRACEMCO,N,INE481G01011,ULTRACEMCO 28 OCT 2025 CE 7600.00_20251028_CE_7600,XX
N,D,39567,MIDCPNIFTY 25 NOV 2025 PE 15150.00,2025-11-25,PE,15150,MIDCPNIFTY 25 NOV 2025 PE 15150.00,0.05,140,2800,1,MIDCPNIFTY,N,MIDCPNIFTY,MIDCPNIFTY 25 NOV 2025 PE 15150.00_20251125_PE_15150,XX
N,D,40414,DMART 28 OCT 2025 CE 3450.00,2025-10-28,CE,3450,DMART 28 OCT 2025 CE 3450.00,0.05,150,6000,1,DMART,N,INE192R01011,DMART 28 OCT 2025 CE 3450.00_20251028_CE_3450,XX
N,D,144167,RVNL 25 NOV 2025 PE 470.00,2025-11-25,PE,470,RVNL 25 NOV 2025 PE 470.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 25 NOV 2025 PE 470.00_20251125_PE_470,XX
N,D,144168,RVNL 25 NOV 2025 CE 490.00,2025-11-25,CE,490,RVNL 25 NOV 2025 CE 490.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 25 NOV 2025 CE 490.00_20251125_CE_490,XX
N,D,144185,RVNL 30 DEC 2025 PE 270.00,2025-12-30,PE,270,RVNL 30 DEC 2025 PE 270.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 30 DEC 2025 PE 270.00_20251230_PE_270,XX
N,D,144186,RVNL 30 DEC 2025 CE 280.00,2025-12-30,CE,280,RVNL 30 DEC 2025 CE 280.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 30 DEC 2025 CE 280.00_20251230_CE_280,XX
N,D,144200,RVNL 30 DEC 2025 CE 350.00,2025-12-30,CE,350,RVNL 30 DEC 2025 CE 350.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 30 DEC 2025 CE 350.00_20251230_CE_350,XX
N,D,144203,RVNL 30 DEC 2025 PE 360.00,2025-12-30,PE,360,RVNL 30 DEC 2025 PE 360.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 30 DEC 2025 PE 360.00_20251230_PE_360,XX
N,D,144217,RVNL 30 DEC 2025 PE 430.00,2025-12-30,PE,430,RVNL 30 DEC 2025 PE 430.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 30 DEC 2025 PE 430.00_20251230_PE_430,XX
N,D,144218,RVNL 30 DEC 2025 CE 440.00,2025-12-30,CE,440,RVNL 30 DEC 2025 CE 440.00,0.05,1375,68750,1,RVNL,N,INE415G01027,RVNL 30 DEC 2025 CE 440.00_20251230_CE_440,XX
N,D,144235,SAIL 28 OCT 2025 PE 82.00,2025-10-28,PE,82,SAIL 28 OCT 2025 PE 82.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 82.00_20251028_PE_82,XX
N,D,144236,SAIL 28 OCT 2025 CE 84.00,2025-10-28,CE,84,SAIL 28 OCT 2025 CE 84.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 84.00_20251028_CE_84,XX
N,D,144317,SAIL 28 OCT 2025 PE 92.00,2025-10-28,PE,92,SAIL 28 OCT 2025 PE 92.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 92.00_20251028_PE_92,XX
N,D,144318,SAIL 28 OCT 2025 CE 94.00,2025-10-28,CE,94,SAIL 28 OCT 2025 CE 94.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 94.00_20251028_CE_94,XX
N,D,122636,TATAPOWER 28 OCT 2025 CE 355.00,2025-10-28,CE,355,TATAPOWER 28 OCT 2025 CE 355.00,0.05,1450,58000,1,TATAPOWER,N,INE245A01021,TATAPOWER 28 OCT 2025 CE 355.00_20251028_CE_355,XX
N,D,144335,SAIL 28 OCT 2025 PE 106.00,2025-10-28,PE,106,SAIL 28 OCT 2025 PE 106.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 106.00_20251028_PE_106,XX
N,D,123185,TATATECH 28 OCT 2025 PE 610.00,2025-10-28,PE,610,TATATECH 28 OCT 2025 PE 610.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 28 OCT 2025 PE 610.00_20251028_PE_610,XX
N,D,123202,TATATECH 28 OCT 2025 PE 730.00,2025-10-28,PE,730,TATATECH 28 OCT 2025 PE 730.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 28 OCT 2025 PE 730.00_20251028_PE_730,XX
N,D,123204,TATATECH 28 OCT 2025 PE 750.00,2025-10-28,PE,750,TATATECH 28 OCT 2025 PE 750.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 28 OCT 2025 PE 750.00_20251028_PE_750,XX
N,D,123217,TATATECH 28 OCT 2025 CE 890.00,2025-10-28,CE,890,TATATECH 28 OCT 2025 CE 890.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 28 OCT 2025 CE 890.00_20251028_CE_890,XX
N,D,123219,TATATECH 28 OCT 2025 CE 980.00,2025-10-28,CE,980,TATATECH 28 OCT 2025 CE 980.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 28 OCT 2025 CE 980.00_20251028_CE_980,XX
N,D,123234,TATATECH 25 NOV 2025 PE 460.00,2025-11-25,PE,460,TATATECH 25 NOV 2025 PE 460.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 PE 460.00_20251125_PE_460,XX
N,D,144336,SAIL 28 OCT 2025 CE 107.00,2025-10-28,CE,107,SAIL 28 OCT 2025 CE 107.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 107.00_20251028_CE_107,XX
N,D,144385,SAIL 28 OCT 2025 PE 122.00,2025-10-28,PE,122,SAIL 28 OCT 2025 PE 122.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 122.00_20251028_PE_122,XX
N,D,144386,SAIL 28 OCT 2025 CE 123.00,2025-10-28,CE,123,SAIL 28 OCT 2025 CE 123.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 123.00_20251028_CE_123,XX
N,D,144400,SAIL 28 OCT 2025 CE 132.00,2025-10-28,CE,132,SAIL 28 OCT 2025 CE 132.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 132.00_20251028_CE_132,XX
N,D,144403,SAIL 28 OCT 2025 PE 133.00,2025-10-28,PE,133,SAIL 28 OCT 2025 PE 133.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 133.00_20251028_PE_133,XX
N,D,144404,SAIL 28 OCT 2025 CE 134.00,2025-10-28,CE,134,SAIL 28 OCT 2025 CE 134.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 134.00_20251028_CE_134,XX
N,D,144417,SAIL 28 OCT 2025 PE 142.00,2025-10-28,PE,142,SAIL 28 OCT 2025 PE 142.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 PE 142.00_20251028_PE_142,XX
N,D,123236,TATATECH 25 NOV 2025 PE 480.00,2025-11-25,PE,480,TATATECH 25 NOV 2025 PE 480.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 PE 480.00_20251125_PE_480,XX
N,D,123251,TATATECH 25 NOV 2025 CE 640.00,2025-11-25,CE,640,TATATECH 25 NOV 2025 CE 640.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 CE 640.00_20251125_CE_640,XX
N,D,123253,TATATECH 25 NOV 2025 CE 660.00,2025-11-25,CE,660,TATATECH 25 NOV 2025 CE 660.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 CE 660.00_20251125_CE_660,XX
N,D,144418,SAIL 28 OCT 2025 CE 143.00,2025-10-28,CE,143,SAIL 28 OCT 2025 CE 143.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 28 OCT 2025 CE 143.00_20251028_CE_143,XX
N,D,137202,NCC 28 OCT 2025 PE 162.50,2025-10-28,PE,162.5,NCC 28 OCT 2025 PE 162.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 28 OCT 2025 PE 162.50_20251028_PE_162.5,XX
N,D,137204,NCC 28 OCT 2025 PE 167.50,2025-10-28,PE,167.5,NCC 28 OCT 2025 PE 167.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 28 OCT 2025 PE 167.50_20251028_PE_167.5,XX
N,D,137227,NCC 28 OCT 2025 CE 222.50,2025-10-28,CE,222.5,NCC 28 OCT 2025 CE 222.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 28 OCT 2025 CE 222.50_20251028_CE_222.5,XX
N,D,137229,NCC 28 OCT 2025 CE 227.50,2025-10-28,CE,227.5,NCC 28 OCT 2025 CE 227.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 28 OCT 2025 CE 227.50_20251028_CE_227.5,XX
N,D,137236,NCC 28 OCT 2025 PE 242.50,2025-10-28,PE,242.5,NCC 28 OCT 2025 PE 242.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 28 OCT 2025 PE 242.50_20251028_PE_242.5,XX
N,D,137238,NCC 28 OCT 2025 PE 247.50,2025-10-28,PE,247.5,NCC 28 OCT 2025 PE 247.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 28 OCT 2025 PE 247.50_20251028_PE_247.5,XX
N,D,137261,NCC 25 NOV 2025 CE 147.50,2025-11-25,CE,147.5,NCC 25 NOV 2025 CE 147.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 CE 147.50_20251125_CE_147.5,XX
N,D,137263,NCC 25 NOV 2025 CE 152.50,2025-11-25,CE,152.5,NCC 25 NOV 2025 CE 152.50,0.05,2700,108000,1,NCC,N,INE868B01028,NCC 25 NOV 2025 CE 152.50_20251125_CE_152.5,XX
N,D,139167,ONGC 25 NOV 2025 CE 145.00,2025-11-25,CE,145,ONGC 25 NOV 2025 CE 145.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 145.00_20251125_CE_145,XX
N,D,139176,ONGC 25 NOV 2025 PE 175.00,2025-11-25,PE,175,ONGC 25 NOV 2025 PE 175.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 175.00_20251125_PE_175,XX
N,D,139199,ONGC 25 NOV 2025 CE 215.00,2025-11-25,CE,215,ONGC 25 NOV 2025 CE 215.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 215.00_20251125_CE_215,XX
N,D,123268,TATATECH 25 NOV 2025 PE 800.00,2025-11-25,PE,800,TATATECH 25 NOV 2025 PE 800.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 PE 800.00_20251125_PE_800,XX
N,D,123270,TATATECH 25 NOV 2025 PE 820.00,2025-11-25,PE,820,TATATECH 25 NOV 2025 PE 820.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 PE 820.00_20251125_PE_820,XX
N,D,123285,TATATECH 25 NOV 2025 PE 960.00,2025-11-25,PE,960,TATATECH 25 NOV 2025 PE 960.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 PE 960.00_20251125_PE_960,XX
N,D,110085,PERSISTENT 25 NOV 2025 CE 6600.00,2025-11-25,CE,6600,PERSISTENT 25 NOV 2025 CE 6600.00,0.05,100,4000,1,PERSISTENT,N,INE262H01021,PERSISTENT 25 NOV 2025 CE 6600.00_20251125_CE_6600,XX
N,D,110151,PERSISTENT 25 NOV 2025 CE 7200.00,2025-11-25,CE,7200,PERSISTENT 25 NOV 2025 CE 7200.00,0.05,100,4000,1,PERSISTENT,N,INE262H01021,PERSISTENT 25 NOV 2025 CE 7200.00_20251125_CE_7200,XX
N,D,110183,PETRONET 28 OCT 2025 PE 205.00,2025-10-28,PE,205,PETRONET 28 OCT 2025 PE 205.00,0.05,1800,90000,1,PETRONET,N,INE347G01014,PETRONET 28 OCT 2025 PE 205.00_20251028_PE_205,XX
N,D,110185,PETRONET 28 OCT 2025 PE 215.00,2025-10-28,PE,215,PETRONET 28 OCT 2025 PE 215.00,0.05,1800,90000,1,PETRONET,N,INE347G01014,PETRONET 28 OCT 2025 PE 215.00_20251028_PE_215,XX
N,D,121917,TATACONSUM 25 NOV 2025 PE 1520.00,2025-11-25,PE,1520,TATACONSUM 25 NOV 2025 PE 1520.00,0.05,550,22000,1,TATACONSUM,N,INE192A01025,TATACONSUM 25 NOV 2025 PE 1520.00_20251125_PE_1520,XX
N,D,122151,TATAELXSI 25 NOV 2025 PE 5000.00,2025-11-25,PE,5000,TATAELXSI 25 NOV 2025 PE 5000.00,0.05,100,4000,1,TATAELXSI,N,INE670A01012,TATAELXSI 25 NOV 2025 PE 5000.00_20251125_PE_5000,XX
N,D,139201,ONGC 25 NOV 2025 CE 217.50,2025-11-25,CE,217.5,ONGC 25 NOV 2025 CE 217.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 217.50_20251125_CE_217.5,XX
N,D,139208,ONGC 25 NOV 2025 PE 227.50,2025-11-25,PE,227.5,ONGC 25 NOV 2025 PE 227.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 227.50_20251125_PE_227.5,XX
N,D,139210,ONGC 25 NOV 2025 PE 232.50,2025-11-25,PE,232.5,ONGC 25 NOV 2025 PE 232.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 232.50_20251125_PE_232.5,XX
N,D,139233,ONGC 25 NOV 2025 CE 272.50,2025-11-25,CE,272.5,ONGC 25 NOV 2025 CE 272.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 272.50_20251125_CE_272.5,XX
N,D,139235,ONGC 25 NOV 2025 CE 275.00,2025-11-25,CE,275,ONGC 25 NOV 2025 CE 275.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 CE 275.00_20251125_CE_275,XX
N,D,139240,ONGC 25 NOV 2025 PE 282.50,2025-11-25,PE,282.5,ONGC 25 NOV 2025 PE 282.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 282.50_20251125_PE_282.5,XX
N,D,139242,ONGC 25 NOV 2025 PE 285.00,2025-11-25,PE,285,ONGC 25 NOV 2025 PE 285.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 285.00_20251125_PE_285,XX
N,D,139244,ONGC 25 NOV 2025 PE 287.50,2025-11-25,PE,287.5,ONGC 25 NOV 2025 PE 287.50,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 25 NOV 2025 PE 287.50_20251125_PE_287.5,XX
N,D,122164,TATAELXSI 25 NOV 2025 CE 6400.00,2025-11-25,CE,6400,TATAELXSI 25 NOV 2025 CE 6400.00,0.05,100,4000,1,TATAELXSI,N,INE670A01012,TATAELXSI 25 NOV 2025 CE 6400.00_20251125_CE_6400,XX
N,D,122166,TATAELXSI 25 NOV 2025 CE 6600.00,2025-11-25,CE,6600,TATAELXSI 25 NOV 2025 CE 6600.00,0.05,100,4000,1,TATAELXSI,N,INE670A01012,TATAELXSI 25 NOV 2025 CE 6600.00_20251125_CE_6600,XX
N,D,122168,TATAELXSI 25 NOV 2025 CE 6800.00,2025-11-25,CE,6800,TATAELXSI 25 NOV 2025 CE 6800.00,0.05,100,4000,1,TATAELXSI,N,INE670A01012,TATAELXSI 25 NOV 2025 CE 6800.00_20251125_CE_6800,XX
N,D,139265,ONGC 30 DEC 2025 CE 150.00,2025-12-30,CE,150,ONGC 30 DEC 2025 CE 150.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 CE 150.00_20251230_CE_150,XX
N,D,139267,ONGC 30 DEC 2025 CE 160.00,2025-12-30,CE,160,ONGC 30 DEC 2025 CE 160.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 CE 160.00_20251230_CE_160,XX
N,D,139274,ONGC 30 DEC 2025 PE 175.00,2025-12-30,PE,175,ONGC 30 DEC 2025 PE 175.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 PE 175.00_20251230_PE_175,XX
N,D,139276,ONGC 30 DEC 2025 PE 180.00,2025-12-30,PE,180,ONGC 30 DEC 2025 PE 180.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 PE 180.00_20251230_PE_180,XX
N,D,139299,ONGC 30 DEC 2025 CE 240.00,2025-12-30,CE,240,ONGC 30 DEC 2025 CE 240.00,0.05,2250,90000,1,ONGC,N,INE213A01029,ONGC 30 DEC 2025 CE 240.00_20251230_CE_240,XX
N,D,139478,PAGEIND 30 DEC 2025 PE 51000.00,2025-12-30,PE,51000,PAGEIND 30 DEC 2025 PE 51000.00,0.05,15,600,1,PAGEIND,N,INE761H01022,PAGEIND 30 DEC 2025 PE 51000.00_20251230_PE_51000,XX
N,D,139501,PATANJALI 28 OCT 2025 CE 405.00,2025-10-28,CE,405,PATANJALI 28 OCT 2025 CE 405.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 CE 405.00_20251028_CE_405,XX
N,D,41675,PIDILITIND 28 OCT 2025 PE 2240.00,2025-10-28,PE,2240,PIDILITIND 28 OCT 2025 PE 2240.00,0.05,500,15000,1,PIDILITIND,N,INE318A01026,PIDILITIND 28 OCT 2025 PE 2240.00_20251028_PE_2240,XX
N,D,41682,PIDILITIND 25 NOV 2025 PE 2240.00,2025-11-25,PE,2240,PIDILITIND 25 NOV 2025 PE 2240.00,0.05,500,15000,1,PIDILITIND,N,INE318A01026,PIDILITIND 25 NOV 2025 PE 2240.00_20251125_PE_2240,XX
N,D,41693,PRESTIGE 25 NOV 2025 CE 2060.00,2025-11-25,CE,2060,PRESTIGE 25 NOV 2025 CE 2060.00,0.05,450,13500,1,PRESTIGE,N,INE811K01011,PRESTIGE 25 NOV 2025 CE 2060.00_20251125_CE_2060,XX
N,D,41707,SAIL 25 NOV 2025 CE 196.00,2025-11-25,CE,196,SAIL 25 NOV 2025 CE 196.00,0.05,4700,188000,1,SAIL,N,INE114A01011,SAIL 25 NOV 2025 CE 196.00_20251125_CE_196,XX
N,D,41718,SONACOMS 25 NOV 2025 PE 640.00,2025-11-25,PE,640,SONACOMS 25 NOV 2025 PE 640.00,0.05,1050,52500,1,SONACOMS,N,INE073K01018,SONACOMS 25 NOV 2025 PE 640.00_20251125_PE_640,XX
N,D,41743,TATASTEEL 25 NOV 2025 CE 227.50,2025-11-25,CE,227.5,TATASTEEL 25 NOV 2025 CE 227.50,0.05,5500,165000,1,TATASTEEL,N,INE081A01020,TATASTEEL 25 NOV 2025 CE 227.50_20251125_CE_227.5,XX
N,D,41757,TATATECH 25 NOV 2025 CE 930.00,2025-11-25,CE,930,TATATECH 25 NOV 2025 CE 930.00,0.05,800,32000,1,TATATECH,N,INE142M01025,TATATECH 25 NOV 2025 CE 930.00_20251125_CE_930,XX
N,D,41768,TCS 30 DEC 2025 PE 3800.00,2025-12-30,PE,3800,TCS 30 DEC 2025 PE 3800.00,0.05,175,7000,1,TCS,N,INE467B01029,TCS 30 DEC 2025 PE 3800.00_20251230_PE_3800,XX
N,D,41775,UNOMINDA 28 OCT 2025 CE 680.00,2025-10-28,CE,680,UNOMINDA 28 OCT 2025 CE 680.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 28 OCT 2025 CE 680.00_20251028_CE_680,XX
N,D,41782,UNOMINDA 25 NOV 2025 PE 680.00,2025-11-25,PE,680,UNOMINDA 25 NOV 2025 PE 680.00,0.05,550,16500,1,UNOMINDA,N,INE405E01023,UNOMINDA 25 NOV 2025 PE 680.00_20251125_PE_680,XX
N,D,41793,VEDL 28 OCT 2025 CE 615.00,2025-10-28,CE,615,VEDL 28 OCT 2025 CE 615.00,0.05,1150,46000,1,VEDL,N,INE205A01025,VEDL 28 OCT 2025 CE 615.00_20251028_CE_615,XX
N,D,41800,VEDL 25 NOV 2025 PE 690.00,2025-11-25,PE,690,VEDL 25 NOV 2025 PE 690.00,0.05,1150,46000,1,VEDL,N,INE205A01025,VEDL 25 NOV 2025 PE 690.00_20251125_PE_690,XX
N,D,41244,ADANIENSOL 25 NOV 2025 PE 1300.00,2025-11-25,PE,1300,ADANIENSOL 25 NOV 2025 PE 1300.00,0.05,675,27000,1,ADANIENSOL,N,INE931S01010,ADANIENSOL 25 NOV 2025 PE 1300.00_20251125_PE_1300,XX
N,D,41259,BSE 28 OCT 2025 PE 3200.00,2025-10-28,PE,3200,BSE 28 OCT 2025 PE 3200.00,0.05,375,11250,1,BSE,N,INE118H01025,BSE 28 OCT 2025 PE 3200.00_20251028_PE_3200,XX
N,D,41261,BSE 25 NOV 2025 PE 3050.00,2025-11-25,PE,3050,BSE 25 NOV 2025 PE 3050.00,0.05,375,11250,1,BSE,N,INE118H01025,BSE 25 NOV 2025 PE 3050.00_20251125_PE_3050,XX
N,D,41263,BSE 25 NOV 2025 PE 3200.00,2025-11-25,PE,3200,BSE 25 NOV 2025 PE 3200.00,0.05,375,11250,1,BSE,N,INE118H01025,BSE 25 NOV 2025 PE 3200.00_20251125_PE_3200,XX
N,D,41276,CONCOR 28 OCT 2025 CE 780.00,2025-10-28,CE,780,CONCOR 28 OCT 2025 CE 780.00,0.05,1250,50000,1,CONCOR,N,INE111A01025,CONCOR 28 OCT 2025 CE 780.00_20251028_CE_780,XX
N,D,139508,PATANJALI 28 OCT 2025 CE 425.00,2025-10-28,CE,425,PATANJALI 28 OCT 2025 CE 425.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 CE 425.00_20251028_CE_425,XX
N,D,139510,PATANJALI 28 OCT 2025 CE 435.00,2025-10-28,CE,435,PATANJALI 28 OCT 2025 CE 435.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 CE 435.00_20251028_CE_435,XX
N,D,139542,PATANJALI 28 OCT 2025 PE 515.00,2025-10-28,PE,515,PATANJALI 28 OCT 2025 PE 515.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 PE 515.00_20251028_PE_515,XX
N,D,139544,PATANJALI 28 OCT 2025 PE 525.00,2025-10-28,PE,525,PATANJALI 28 OCT 2025 PE 525.00,0.05,900,36000,1,PATANJALI,N,INE619A01035,PATANJALI 28 OCT 2025 PE 525.00_20251028_PE_525,XX
